Name,Pick,Strengths,Weaknesses,Height,Weight,Age
Ben Simmons,1,"An extremely unique talent, combining power forward size and strength, with point guard vision and passing skills … Has the size, physical gifts and skill to defend and play all five positions at the next level, ideal for the emphasis on ""positionless basketball"" … Highly unselfish, team oriented player … A supreme competitor and a proven winner, having captured three national high school championships (in three seasons) … Attitude/character is by all accounts one of his greatest assets, as he is praised by many for being ""a better person than player"" … Has tremendous strength, showing the ability to play right through contact and finish … An elite level rebounder showing the grit and desire to grab every rebound in his area, and put in work on the offensive glass … Starts breaks off of defensive rebounds consistently, huge threat if he ends a defensive possession … His vision and passing is the trademark of his game, incredibly unique to find a kid with such imagination and vision along with being a big and elite level athlete … Excellent ball handler, thrives in the open floor, whether it be as a ball handler, passer or finishing at the hoop in transition … Possesses excellent body control and strength to score on drives … Has great balance, showing the ability to maneuver through traffic without crashing into defenders and drawing offensive fouls, possesses unique start/stop body control … Huge hands gives him excellent control of the ball … The scary part is at only 19, he has already proven himself in one-on-one battles with the likes of Anthony Davis and James Harden (At Nike Academy), and one has to wonder just how much better he can become … He is a hardworking kid with the type of weaknesses, namely shooting, that can be improved upon … Well spoken, confident kid who apparently has no trouble being a vocal leader, strong communicator … Level headed, mature kid who seems to battle through adversity with ease, does not lose his cool or get down when things get challenging …","Despite being a good scorer, he lacks a reliable jumpshot … His form doesn’t have any glaring mechanical flaws, but it’s apparent that it’s the one element of his game that he isn’t completely confident in … Can have scoring droughts in games related to both his confidence in his shot, and unselfishness … Should work on his shot, and in particular his spot up shooting and staying on balance, can tend to fade back and be off center … He has the desire and work ethic to become a gym rat, and his shooting should improve considerably over time … Should look to utilize his strength even more by attacking the rim and looking to draw fouls more often … Becoming a better outside shooter would make him even more deadly off the dribble, as opponents would be forced to play up on him, where they now tend to give him room and force the shot … While he shares a number of LeBron’s attributes, he is not the same level athlete … He is an above average leaper with strength, but is a notch (or two) below LeBron as a physical specimen, not necessarily a weakness, just an observation of this common comparison …",82,240,19.94
Brandon Ingram,2,"Wingspan, wingspan, wingspan, Ingram is all arms right now (measured 6’9.5"" in shoes and a 7’3"" wingspan at the 2015 NIKE Hoop Summit) … Uses his length well to finish at the rim … Plays the game very efficiently … Makes a high number of midrange jumpers … His shooting ability is his standout talent … Range extends to the NBA three point line … Uses size and length to easily shoot over smaller defenders … Good with head fakes to get his defender in the air on the perimeter … Effective at attacking the basket in a straight line … Length and long strides make him a hassle to keep out of the paint … Doesn’t need more than one or two dribbles to attack the basket … Despite lacking strength, he can get to the free throw line at a high rate … Comfortable with the ball in his hands and playing off the ball … Due to his size and length he’s able to see over the defense to distribute the ball … Delivers the ball on target to open teammates … Has a high basketball IQ, good attention to detail …","Extremely frail, weighed 196 lbs at the 2015 Nike Hoop Summit … Needs to develop his body and strength in order to handle the physical play at higher levels … Not a strong defender yet … Doesn’t possess great lateral quickness … Often out of place on the defensive end … His footwork when defending on the ball is subpar … Needs to become better at using his left hand, both when dribbling or finishing around the basket … Not an overly explosive athlete … While he plays smoothly, can seem to be playing too slow at times or even come across as lazy … Can develop into a better playmaker … A shy, low key kid, should look to develop into more of a vocal leader …",81,195,18.82
Jaylen Brown,3,"Wing with great physical and athletic tools with potential on both ends of the floor … Very long, near 7-foot wingspan with fantastic strength, and explosiveness that help his readiness for the league greatly, plus provides something to build on going forward … Has ability to finish plays above the rim and through contact … Quick reaction and a solid nose for the ball, can overpower other wings … Ball skills are quite workable, has ability to create some off of the dribble, in space … Built to run, showed ability in transition and can be dangerous off the defensive rebound … Has potential to be a nice combo forward in the current NBA, could be a mismatch in small ball, would punish slower defenders … Gets to the foul line quite often, not at all afraid of contact and is aggressive driving to the basket … Shooting mechanics are not broken and he certainly has some confidence as a shooter, plus an ability to develop as far as creating offense for himself … Has some definite dexterity and potential as a defender, really strong body control and agility that is rare given his size … While he is not much as far as creating for others, did average 2 apg and could do more as a passer in time … Has improved his shooting over time and while there is still a long way to go, he has gotten much better as opposed to being considered somewhat of a non-shooter in HS … Not a bad rebounder, especially on the defensive end … Conditioning is very solid, has energy and will be able to sustain minutes right away","Shot selection was definitely an issue, would settle for jump shots far too often and still was not very consistent from long range … Come comprehension isn’t up to speed yet, the guards around him didn’t make life easy … Long known to have issues turning over the ball, his hands have been questioned, can lose the ball in traffic and will bring the ball low to often … While he does have a chance to lead the break, will probably be better suited to learn to play more off of the ball … For all of the physical tools he possesses, would be beneficial to develop a post game and maybe some back-to-the-basket moves to take advantage of defenders in small ball … Loses focus on both ends, this will need to be addressed as far as his defense at the next level … Working on his off hand will be crucial … His spot-up shooting was quite inefficient, lacked consistency on a game-to-game basis … While he has potential in isolation scenarios, struggled in college in one-on-one, not particularly creative off of the bounce and could be forced to take difficult shots … Could definitely look for teammates a bit more, let the game come to him rather than force the issue … Can certainly improve as an offensive rebounder, with his size and athletic ability this would be key to him being a small ball 4 … Got in foul trouble pretty often, averaged 3.2 fpg and with turnovers also at 3.1 topg, will need to go through maturation to keep receiving meaningful minutes from the start … As much as he struggled from long range at Cal, going to NBA three-point range will be that much more difficult",78,225,19.68
Dragan Bender,4,"Versatile player, who can play both forward positions and occasionally at Center, although for now is considered a power forward … Has all the necessary elements to become a prototypical stretch 4, if he continues to improve … Impressive size for a power forward. Solid wingspan (measured at 7-2 feet) and great standing reach (measured at 9-3 feet) … Runs the floor extremely well for a big guy … Very good coordination for a player his size … Good ball handing … Possesses high basketball I.Q. … Very good court vision, either while dribbling or playing in the post … Already an excellent passer … He can do just about everything at a good rate on the offensive end … Has the rare ability to play the pick n roll as both a ball handler and as a screener … He really likes to run the open floor and can lead the fast break due to his good ball handling … Improving shooter with the potential to be a very good mid-range and long range threat… Can attack closeouts against slower opponents … He has a nice right post hook, which is difficult to block due to his size … Despite the fact that he has a lanky frame, he is not afraid of contact … Willing rebounder … Great low stance on defense, with really active hands … Good lateral quickness for his size, which gives him the ability to guard wing players … Can become an excellent pick n roll defender (as a big) due to his lateral quickness, agility and speed … His great standing reach gives him the potential to be a solid shot blocker … Considered a hard worker and a competitor …","Not a great athlete … Limited leaping ability … Not explosive enough to play as a wing at the next level … At time he looks like a perimeter player trapped in a big man’s body … Stronger players can bully him on the post on both ends of the floor … Has to bulk up to play at the next level, and appears to have a naturally skinny bodytype … He may can do just about everything on the offensive end, but he can’t do anything at an elite level … Shooting mechanics aren’t always consistent … Changes release when opponents close out at him … Shot off the dribble needs work … Can’t create off the dribble … Has to work on his pull-up jumper … Depends too much on his right hand, which makes him predictable …  Drives in straight line and can’t change direction or speed … Not strong enough to post up at a consistent level just yet … Other than a right hook, he doesn’t really have a counter move on the post … He needs to work on his footwork around the basket … He mainly turns from the left shoulder … Must learn to move better without the ball … Has problems finishing through contact … Not equally good at finishing at the rim with his left hand … At times he tries to do things too fast, which leads to either turnovers or bad shots … Post defense is a question mark … Not as good shot blocker as he should be for a player his size … At times he loses his concentration on defense … Mediocre rebounder, who sometimes forgets to box out …",84,220,18.61
Kris Dunn,5,"Fantastic size for a PG with quickness and athleticism to go along with it, was incredibly potent on both sides of floor with potential to translate as a two-way player at NBA level … Athleticism and strength should help him get playing time right off the bat, plus his size gives him added versatility … Has a chance to be able to defend either guard position, great feet and instincts as an on-ball defender … Averaged 2.5 spg in 2016, 2.7 spg in 2015, with this ability being seen as one of the more translatable across levels of basketball … Definitely can get out and run, while also showing an ability to run pick-and-roll … One of the premier playmakers in college basketball, asked to do a lot for his team offensively and has skill at getting teammates involved … Has shown some ability to use his size and quickness on offense as well … Good nose for the ball, strong rebounder for a guard and very aggressive … Ability to get into the paint is there, can create off of the dribble and has an explosive first step … Improved quite a bit as an outside shooter, took a greater volume of three-pointers and shot a better percentage at 37.2% his final year … Conditioning is solid and also apparently checked out well as far as his past injuries","Has been known to play out of control, was quite turnover prone … Had a 1.77:1 assist-to-turnover ratio, not an ideal number for a college PG, much less an NBA PG … Still quite inconsistent as a jump shooter, seen as someone you can play off of and force to take low efficiency shots … Offensive game still has a long way to go, for as athletic as he was, one might have expected him to be a more high volume scorer at Providence … Struggled greatly jump shooting from every level, he needs to work on shot selection and on developing a floater or moves closer to the hoop … Not incredibly efficient in iso scenarios, needs to work on finishing at the basket … Had a bevy of injuries that came along during his college career, including two shoulder injuries that caused him to miss almost the entire 2013-14 season … Already 22-years old, some have wondered whether he may be ahead of certain players in the draft due to his age, and question his potential …",76,220,22.28
Buddy Hield,6,"Very rarely do players improve dramatically between their junior, and senior years of college, but Oklahoma senior, Buddy Hield has taken his game to the next level during his 4th collegiate season … Always a strong outside shooter, Hield has improved his 3 point percentage to a lofty .523% on 7.9 attempts per game … He showcases NBA range, and even beyond, rendering him a player that needs to be guarded out to 26 feet away from the hoop … Through 19 games this season, he’s scorching the nets to the tune of 53% from the field, 53% from deep, and 90% from the stripe, and he reportedly shots between 500-700 jumpers a session outside of Oklahoma’s practices, which is an attribute to his work ethic and desire to improve … Early in his career, Buddy showed great promise off the dribble, and as a slasher, but during his sophomore and junior seasons, he became a bit predictable and took over half his shots from beyond the arc … He’s clearly addressed this, and both improved his handle, and his at the rim conversion rate this season … He made just 55% of his shots at the rim last season (according to hoop-math.com) and has risen that to 63.3% this season … He also gets to the free throw line 1.7 more times per game … Buddy’s handle is noticeably better, and this has been in aid in both creating for himself, and for others … He’s also shown the ability to dribble out of trouble, change speeds, and get past defenders … Buddy’s averaging a career high in assists (2.5) as well … Since Buddy is 22 years old, there has been no physical growth since my scouting report last year, but his 6’8.5’’ wingspan is still a nice metric for a player who stands 6’4.5’’ in shoes, and his conditioning is clearly at an elite level, which was noticed at in the knock-down, drag out triple overtime game vs Kansas, in which Hield hung 46 points, pulled down 8 rebounds, and dished out 7 assists … From a defensive standpoint, he is very solid considering the offensive load he carries for his team … He’s willing, has quick hands, and has amassed 27 steals and 10 blocks in 19 games … Looking towards the NBA, he may not project as an elite defender, but he’s more than physically capable … He’s quietly averaging a career high in rebounds (5.8) and has actually logged 8 or more rebounds 5 times this season.","Buddy’s main knock will be his height for an NBA shooting guard, and although he’s improved his handle significantly in order to become more of a combo guard, he’s still not more of an undersized 2 … Buddy handles the ball a lot, and carries a great offensive burden for the Sooners, as a result he can be turnover prone at times (10 TO’s vs Oklahoma State) … Buddy has clearly worked to improve his game off the dribble, and now takes less than 50% of his shots from deep, in favor of driving to the hoop to keep defenders guessing … In reality, this is a player who has clearly worked very hard at not just what he does well, but his flaws, and as a result, he’s become a very complete player, that’s hard to nitpick outside of some physical differences between the size of NCAA players and those in the NBA …",77,215,22.53
Jamal Murray,7,"A very polished and clutch performer for his age … Murray is a combo guard, but in a good way, at 6’4″ and 207 lbs he possess the size to play both guard positions … Has shown the ability to play off the ball as a freshmen at Kentucky … Has three point range that must be respected by his defender … Takes open driving lanes when he sees them … Can really attack defenses when going downhill … Comfortable finishing in the lane and has a variety of shots to finish in the paint … Uses his athleticism to be a creative finisher around the rim … Thrives in the clutch. Not afraid of the big moments or the big stage … Plays with a calming presence at all times … Never seems rattled or off his game … NBA-level athlete that will pose a problem for opposing point guards in the league … A natural scorer (currently averaging better than 18 PPG) … Makes putting the ball in the basket look effortless … Moves well without the ball … Very good in catch and shoot situations … Possesses the ability to get hot from deep (shot 8/10 from three against Florida and 7/9 from three against Ohio State) … Shoots a lot, but has a true shooting percentage of 55.2% … Above average rebounder on the defensive glass for a combo guard (almost 6 RPG per 40 minutes)","Hasn’t played with the ball as much as anticipated, and not playing much PG in college games isn’t developing his skill at the position … The doubts about his ability to play full time PG could cosh him a few draft positions … In limited situations looks timid with the ball when not attempting to score … The tools and effort are there for Murray to be an above average defender, but will often lose focus off the ball … Will gamble for steals and hurt the team defensively … Might be the role Calipari is asking him to play, but looks like he would be a score first point guard at this stage of his development … Not much of a playmaker for others (averaging only 2.3 assists per game) … Can become too dependent on his outside shot in games (3/12 against  Tennessee, 1/10 against NJIT, 2/9 against Eastern Kentucky) … High volume shooter (averages 15 shots a game) … Too turnover prone, especially for an off guard, with 2.6 turnovers per game and a turnover rate of 13.6% … Doesn’t have outstanding length with only a 6’6.5″ wingspan … Can he blow by NBA level athletes consistently and keep defenders from crowding him …",76,205,19.34
Marquese Chriss,8,"A freakish athlete, arguably the most explosive frontcourt player in the draft and one of the best overall … Runs the court like a deer and explodes without having to put effort into organizing his feet … A highlight waiting to happen … Very nice shooting stroke and touch … Can knock down midrange shots and even shows the ability to extend out to college 3 point (hit 35% making 21 of 60 attempts on the year) … Improved in his ability to create shots for himself … Shows good ability to face up and use the dribble to get to the rim … Plays with good intensity and energy … Shows a lot of potential as a defender with his length, frame and quick feet … Has a quick first step, which he used to burn bigs when they were forced to defend him away from the basket … His sheer speed makes him difficult to contain on the block. Does a good job of creating separation from defenders and then exploding past them in the post … Utilizes a developing righty hook, as well as a turnaround jumper when posting up … Needs to add some strength and toughness but actually has very good size and muscle for a player his age. Appears that he should be able to carry additional weight without any problem … 39.9% on 2 point jumpers is very solid, all things considered … Utilized his length well to register 1.6 blocks per game and shows some solid timing, when he is patient … Will turn 19 in July, so his age suggests he has a lot of potential left to develop …","His low rebounding output is the first thing that scouts mention when dissecting his game. Considering his physical gifts, 5.4 rebounds per game should be higher, even at 25 minutes per game … He needs to work on becoming a better rebounder, both his fundamentals and effort level … He tends to just use his athleticism and doesn’t seem to have basic fundamentals in boxing his man out and holding position (something that works okay against college guys but won’t work against pros) … Feel for the game is still raw … Plays a little out of control on both ends of the floor … Low basketball IQ, especially defensively at this point and doesn’t anticipate well … Lacks focus and discipline defensively, too often bites on pump fakes, leading to foul trouble … Averaged 4.1 fouls per game, and fouled out of an astounding 15 games this year, including six in a row during Conference play. It’s no wonder why he played under 25 minutes per game, he was in foul trouble in virtually every game … Often tries too hard for the steal or block and doesn’t stay in a defensive stance … He’s then forced to chase down his man and over-extend, resulting in fouls on reaches or block attempts … Plays a little too upright, on both ends, but particularly on the defensive end … Too often finds himself out of position for help defense and on rebounds … Has good lateral speed but no one in their right mind would confuse him for a small forward … Maturity level was questioned as a freshman as he could be taken out of his game by bad calls or poor performance and it would show in his body language and interactions with refs … If he’s not dunking the ball, he struggles some in finishing on the move … Some may question his level of competition and the fact that he wasn’t more highly regarded out of high school … Should be able to improve upon his 68% FT shooting … Should also look to attack the basket and draw fouls more often than he did … Needs to cut down on his turnovers, 2.0 is a lot considering his minutes …",82,235,18.99
Jakob Poeltl,9,"There are not many 7′ footers who can run the floor like he does … He gets up and down the court very well, giving strong effort on every possession … Often gets himself open just by out-hustling opposing bigmen … He has an long, agile, and strong body, and enjoys contact and doesn’t back down from it … His skill level is still very raw but he has big, soft hands, and knows how to use his large frame to get deep post position and present good angles … Shows the ability to finish with both hands, and his soft touch gives his offensive game some real intrigue … His ability to finish around the rim allowed him to shoot with very high efficiency numbers from the field this year … Another very intriguing aspect of his skillset is how well he moves his feet on defense … He shows great coordination and can really show hard on the pick and roll without getting beat easily by guards … He plays really hard every minute on the floor, has a good motor and seems to understand his limitations … Needs to add some strength, but has an excellent frame to carry weight …","Despite being very young and showing a lot of ability, it’s possible that his ceiling isn’t quite as high as some believe … While he’s got a great attitude and appears very coachable, there’s skepticism whether he has the swagger to take his game to a star level … At the moment he doesn’t have any post moves to create for himself or be major a threat offensively and his free throw shooting was amongst the worst of any draft prospect … It begs the question of how big an impact he will be on the offensive end, and also without teammates creating for him … Defensively he should look to become a little nastier in pushing people around on the block … At this point his skills as a rim protector are underdeveloped, and it may never be a strength to his game … While he is really good at bodying people up and blocking shots on ball, he needs to learn how to contest shots coming from help side as well as being better against guards driving to the rim … Overall Poeltl has certainly made the best of his year and deserved the hype considering how fast he developed … Though his developing a real post game remains a questionmark, and that could always keep him away from becoming a high level NBA center …",85,240,20.7
Thon Maker,10,"Legit 7-footer with a huge frame who plays the game with energy and shows an intriguing combination of ball skills and ability to run the floor … Shows some signs of being able to stretch the floor, can make shots off the catch and has range out to high school three-point line … Competitive kid who despite lacking strength, does not shy away from contact and has the ability to keep possessions alive as a rebounder or cover space defensively … Has had a lot of experience on the wing and has handled the ball a lot during his career up to this point … While he is not the most fundamentally sound rebounder, has often contributed on the glass at both ends of the floor, certainly has the will to fight for boards … With solid length and reach, has the ability to effect shots around the basket, good weak side shot blocker and displays timing to block shots … Has experience on the AAU circuit and HS ball and seems to be in good condition, along with being quite coachable … Has a reputation as a hungry, driven player, who should put in the hours to maximize his potential … Has impressive ability to handle the ball in open space for his size, though that may not be utilized much at the next level… A willing passer who displays some above average court vision … If he adapts to rim-running, playing without the ball and can gain strength, he should be able to carve out a role in the league … Has shown some ability to make hooks with both hands, and also utilizes fade away jumpers that can be difficult to defend if he can master it … Agility at his size is solid, makes some off balance shots that can be difficult to stop … Strong free-throw shooter who got to the line at a solid rate at the HS level … Did a good job of bulking up his arms and shoulders over the past two years …","Despite garnering a ton of hype throughout his HS career, there is a sense that he has been intentionally hidden from NBA draft evaluators … While the combine exhibited his high level run/jump ability, he really struggles to explode when he meets contact … His legs and core have always been a concern, as he measured at 216 lbs at the NBA Draft Combine after measuring at 218 lbs during the 2015 Nike Hoop Summit, and without noticeable change as far as adding muscle to his upper body … There is a sense that what you see is what you get in terms of his body and any additional weight could slow him down or put pressure on his legs that they may not be able to handle … He gets knocked off balance easily, and has had a lot of trouble establishing himself in the post against stronger defenders … Has played on the perimeter so much that getting used to playing his more natural PF position will likely be a major adjustment, especially physically … Has definite lapses as far as defensive awareness … Lateral quickness is not to the point that he can defend NBA wing players, squashing any notion that he can be a 3 … Reaction time to plays on both ends can be slow at times, will bobble passes and let his man get behind him more often than you would like … While he is known for his handle, when he pushes the ball in the open floor it often leads to turnovers, and that asset probably won’t translate to the NBA … While in the post, has a bad habit of bringing the ball down low, leading to strips and effecting his shot, and also not lead to not drawing as many fouls as he drew at the HS level … While he has played against a national schedule for years and done well in some marquee match-ups, it’s incredibly difficult to evaluate a player who did not play in college or Europe, as we saw a large range of for high school players back when it was commonplace due to the huge amount of risk … Had a tough time at the Hoop Summit when matched-up with Skal Labissiere, whose struggles this season may cause people to wonder just how much further Maker has to go as well … Post defense will likely be a big issue, could be someone who has to deal with foul issues early on … Does not have the quickest release, plus will need to work on his overall consistency as an outside shooter … Shot selection will have to change quite a bit, will be interesting to see how he adapts … Lacks much of a low post repertoire, and the physical play in the paint will probably be a giant hurdle for him  …",85,215,19.34
