Name,Pick,Strengths,Weaknesses,Height,Weight,Age
Anthony Edwards,1,"A rangy, 6’5 225 guard prospect with a truly formidable combination of size, strength and quick twitch athleticism on the perimeter … Somewhat of a physical freak, possessing an imposing frame that is mature well beyond its years and that he knows how to use to his advantage … A powerful and explosive leaper, particularly off of 2 feet, and is pretty light on his feet for his size, making him an absolute terror for defenses when he’s slashing to the rim in the half court or running the floor in transition … Is at his best when he’s going downhill, often steamrolling the wings and smaller guards that defended him on his way to the rim throughout his amateur career … Is a big-time threat to finish above the rim and through contact; has posterized his fair share of defenders and also drawn fouls at a pretty good clip in college as well (over 5 FTA a game, made a pretty solid 77%) … Has outstanding body control; seems to hang and glide in the air and rarely ever is off balance or knocked off his path due to his strong build and broad shoulders … In addition to his physical traits, Edwards has a groundwork of promising skills as a scorer, most notably a sweet looking jump shot with legit NBA range and a picturesque release that he uses to do the majority of his damage and shoots with brash confidence … Will be able to get his shots off due to the high and quick nature of his mechanics, as well as the nice elevation he rises up into his jumper with … Can create and score off the dribble as well, at times flashing the ability to pull off advanced shot creation moves that lead to impressive “good defense, better offense” shots … Has a great 1st step and also uses step back and jab step moves to create space against tight defense to get his shots when isolated … Projects to be a very tough player for defenders to contain 1 on 1 … Led the SEC in scoring and had multiple 30+ point games as a Fr., really showed he could get hot at times and light up the scoreboard in a hurry with his ability to hit perimeter shots as well as get to the rim and convert … Showed glimpses as a post up scorer as a Fr. the few times he tried against smaller guards; an impressive tool to have as a teenaged perimeter prospect, and one that could very well be useful to build on given his physical ability … Occasionally shows good timing moving without the ball as a cutter to the rim, which can lead to easy scores at the rim … Capable of blocking the occasional shot or creating a turnover by gambling in the passing lane that leads to transition opportunities … Often operated as a lead guard by necessity and to get the ball in his hands as much as possible in college, could very well see himself become much more efficient as a pro with more talent around him and less reliance on him as the sole playmaker to produce … Has the tools to be a factor on the defensive glass …","Edwards has to improve his assertiveness on both ends of the court to reach his potential, he too often bails out defenders and doesn’t utilize his physical gifts to the best of his ability on a game to game basis at this stage … There were games when it seemed like he could’ve took over and made his presence felt but instead settled for low percentage jumpers all game or showed a total disregard of playing defense … Shot selection is a work in progress … Needs to work on picking his spots offensively, if you force him off the 3 point line he can get out of control off the bounce because he lacks a real mid-range game at the moment … Should look to develop a floater and/or pull-up J from around that 12 to 15 ft area to keep defenders honest … Basketball IQ at times leaves something to be desired … Had poor defensive awareness at UGA; frequently got caught sleep at the wheel not seeing his man and the ball when matched up in the halfcourt, which allowed backdoor slips to the rim for easy layups or offensive rebounds by not locating someone to box out when the shot goes up … His team had a better defensive rating without him on the court than with, which is discouraging considering the talent jump he’s about to make in terms of the players he’ll be guarding … Given the fact that he has all the tools to be a great defender if he just works on his effort and gets a better understanding of weakside defense, there is hope for him to improve on that end …. Played heavy minutes as a lead guard with the ball in his hands, but didn’t read the floor or run his teams offense well enough to justify it … Nothing more than a mediocre passer (2.8 : 2.7 A:TO with a 130 usage rate) for a player who was projected as a combo guard in HS … Sometimes Edwards can struggle to contribute when his shots aren’t falling … Had poor efficiency (40% FG and 29% 3FG on 7 attempts a game), partly due to him taking bad shots but also due to usage and the type of extra attention he saw as a Fr … Played on a bad UGA team that was not going to make the NCAA Tournament field in 2020, which is concerning for a prospect in the running to be selected in the top half of the lottery …",77,225,19.3
James Wiseman,2,"Wiseman has physical tools that really stand out on the court, standing 7 feet with a long (7-foot-6 wingspan) and rangy frame … Considering his elite size, it is very intriguing that he brings nimble feet, agility, solid leaping ability and long strides making him an extremely promising big man on both ends of the floor … Has potential as a paint “patroller” on defense, and you have to be mindful of his location when heading to the basket or risk a weakside rejection … Has the size, range, and length to be mentioned along the lines of the top young shot-blockers in the NBA … A southpaw, he is at his best, the closer he is to the rim at the moment, and will be able to get his fair share of easy scores by running like a deer in transition for easy baskets, given the speed and athleticism advantage he will enjoy in most matchups … Looks to play above the rim, and seems like a potentially dynamic finisher as a pick/screen and roll player with his soft hands … While his time at Memphis was limited to 69 total minutes of action, teams shot only 33% when Wiseman was on the court, and he made a good amount of eye opening plays altering and blocking shots … Given his length and athletic ability, it seems likely that his defensive ability will translate to the NBA’s “defensive 3 seconds” rule, as he should be able to switch and defend more than adequately outside the paint and on switches as he gets more experience … Pretty good on the glass, especially as an offensive rebounder, and shows a quick 2nd jump … Shows a soft touch around the rim, as well as a developing turnaround jumper and decent jump hook over his right shoulder as the base of his post moves arsenal … The foundation is there for him to make some hay as a mid range shooter, he just needs more repetition, muscle memory and fundamental consistency … Has the frame to carry at least 15 more lbs of muscle without the loss of mobility …","The obvious elephant in the room is that he goes into this draft having played so few minutes of college hoops compared to other 2020 prospects, which makes him a relative unknown in just where he is in his development … While he looked incredibly strong in his first few games, the suspension followed by the decision to shut it down leaves scouts and NBA decision makers with a lot less to work with and the question of just how much his game may have tapered off had he played the entire season … He had a reputation in high school of having a motor that ran hot and cold and there were some questions that many wanted to see answered with a full season of intense play … Wiseman showed glimpses in limited action, but he also showed that he is pretty raw in his skill set and overall basketball IQ at the moment … While he is a potentially game-changing defender, he also seems to be a bit jumpy looking to send shots into the stands, and prone to fakes that lead to fouls or compromises the team’s defensive balance on the court … Whether he can be a true weapon as a scorer at the next level remains in question … He did show decent touch at times with fadaways and mid-range jumpshots … But he remains a real question mark whether he’s a guy that can create legitimate offense for himself  … He’s not very strong or physical right now, will need to put on more weight and get his lower body strength up to bang in the post with the big boys in the NBA … Shot selection can stand to improve, he seems to settle for fade-away shots and jumpers more than you expect for a guy with his physical and athletic traits … His feel for the game seems decent considering his age and development stage, but at times he does appear rushed and mechanical in the low post getting into his moves, and he needs to work on developing his back to the basket game … His ability to defend out on the perimeter is potentially very good for a big guy, but he has some things to learn fundamentally to realize it (ie playing less upright and not relying solely on his length to make up for being out of position) … Doesn’t seem to project to be an elite level shot creator in the post, which means the situation he lands in will matter that much more to his individual success because others will have to create for him, and teach him the nuances of the offensive game …",85,235,19.65
LaMelo Ball,3,"A physically gifted lead guard prospect with plenty to like in terms of his potential fit into the NBA, as he’s a rangy 6’8 perimeter player with the frame to become even more imposing as he packs on muscle … A wizard with the ball in his hands with elite ball handling and passing ability … He projects as more of a combo or point guard, but due to his frame he should easily be able to defend some SFs as he gains strength and experience, adding to his intrigue as a prospect … On top of his size, he is also a very coordinated athlete with great body control and agility … A rangy strider, Ball is also capable of playing above the rim; particularly when he has a head of steam, and he has shown the ability to leap off of one or both feet … Has the ability to be a real triple double threat on a nightly basis, in addition to his scoring and passing potential … Ball also has the size and instincts to be a factor on the glass (nearly 8 rpg in the Australian NBL in 2019) … A highly imaginative, instinctive and creative playmaker, Ball applies pressure on the defense because he has an assortment of moves in his arsenal … Adept at reading the defense while on the move, knowing when to pass or shoot … An excellent ball-handler who has a natural feel for setting up defenders with misdirection moves and change of pace dribble combos to get into the lane and create for himself and others … May be the best player in this draft at reading on-ball and help defense simultaneously when operating in pick and roll offense, and he has shown the ability to make flashy pocket passes on the move, as well as an ever-improving ability to finish through or around contact with either hand near the rim … Reads the floor well with the ball in his hands, and constantly breaks down the defense with his initial moves off the bounce … A pretty flamboyant prospect with a big persona, likes to make the highlight reel play and over time should inject excitement into the fan base of whatever team he lands on … Excellent court vision as you’d expect from a lead guard with his type of size, able to thread the needle and has been known to lead teammates to easy shots near the rim by  “passing them open” … Rewards teammates for moving without the ball (6.8 apg in the Australian NBL in 2019) … Keeps his eyes up and also does a nice job of not telegraphing what he wants to do or where he’s going to go with the ball … Does a very good job of feeding the “hot hand”, an uncommonly unselfish player for such a ballyhooed prospect … Would flourish in an up-tempo system, looks to push the ball and make splash plays in the open court as often as he can while also showing some ability to trail and hit spot up 3s … Has an effective floater already, has shown good touch as well as improved footwork and accuracy in the past 2 seasons by leaping off of 2 feet instead of 1 on his mid-range shots … Has shown some raw shot-making ability from the perimeter throughout his amateur and international career, and has frequently shown that he can put up points in bunches from all over the court … Has decent shooting touch and should continue to improve as a spot-up marksman … Very confident player, rarely ever seems in over his head or afraid of taking important shots … Has shown a few exciting flashes as a ball thief and help defender, and could even factor as a shot-blocker on the perimeter and near the rim against wings with his size, quick hands and keen anticipation … His experience playing pro ball will help his adjustment to the NBA somewhat, particularly in terms of physicality and his understanding of help defense … Also has had the benefit of being able to watch his older brother, 2017 lottery pick Lonzo Ball, and his pre-draft process as well as his early development as a professional to learn how to navigate through the rigors and grind of the draft process and ultimately NBA seasons …","His overall jump shot lacks any real consistency at the moment, and just like his older brother that can likely be attributed to his highly unorthodox shooting form … His release point is low, somewhere between his chin and his chest, and he shoots a set shot with below average elevation, leading to plenty of flat shots and bad misses whether open or contested (25% from 3point range on 6 attempts per game in 2019) … His mediocre FT shooting (72%) points to him potentially becoming a reasonably efficient shooter in time, but he’s a work in progress …. Ball’s shot selection will also need to improve, as he made just enough deep shots to both keep the defense honest, as well as justify (mostly to himself) that he should at times hoist low percentage shots off the dribble from all over the court … While a pretty good athlete, he is more smooth than dynamic and will only sporadically try to play above the rim in the half court … Should continue to add weight and strength to his improving frame, as he currently gets outmuscled by players with similar size on both ends of the court … Has some experience playing off the ball, but clearly is more effective making plays with the ball in his hands … At times can be turnover prone looking to make the home-run play when a simpler play is available … Doesn’t show any real consistent toughness or effort defensively, mostly interested in jumping passing lanes for run outs or trying to swipe for steals … Rarely stays alert or in a stance for full defensive possessions, has issues fighting through screens and may struggle to defend quicker PGs as a young pro … Seems like the type of player who will be asked to defend the other team’s worst perimeter scorer as he develops, but his defensive versatility (and effectiveness) could improve as he gets stronger and shows more awareness, largely due to his physical tools … There have been whispers that some teams may see Ball’s more nonchalant approach as a player as a questionable investment for a potential franchise player and top draft choice, though his improvement over the past few years seems to point to a determined, hard working young player …",78,180,19.25
Patrick Williams,4,"An explosive, “freakish” combo forward with intriguing upside, especially as a defender … One of the most explosive athletes in college basketball, Williams is difficult to keep off of the offensive glass … Oozes potential with his eye popping physical profile and standout versatility … Scores a fair amount of baskets just through sheer athleticism as he’s able to physically outclass most players at the college level … Excellent length with a 6’11 wingspan … Very strong legs and powerful frame. When he’s engaged, he plays a physical brand of basketball and should only get stronger as his body develops with age … Ability to defend multiple positions gives him added intrigue … Converts a number of tip dunks as well as ally oops … Really efficient in the role of an off ball defender, but also effective on the ball … Has amazing speed to make up ground and intercept passes, as evidenced by his steal per game … Intriguing versatility with his ability to handle the ball and knock down mid-range jumpers … Averaged 83.8% from the FT line, an encouraging stat regarding his ability to develop into a high level face the basket scorer … His 32% from three is impressive when you consider his form and combine that with his potential to create shots … Blocked 30 shots on the year, one per game, showing an impressive ability to react and erase shots for a 6’8 forward … 4 rebounds per game, made more impressive when you consider he played in just 22 minutes per game … Shows a solid ability to cut off drives and pull up for jump shots with efficiency … Phenomenal hand strength, showing the ability to corral the ball very easily with one hand … Shows tons of untapped potential. One of the youngest prospects in the 2020 draft. Turned 19 on August 26th giving him a lot more upside and time to develop than his peers in this draft class … Shows excellent versatility with the ability to handle and pass … Displays the ability to create for others with his vision and passing skills … Has a chance to be one of the top players to come out of the 2020 draft …","There are question marks about his want to as a scorer, and his ceiling as a scorer at the next level … Can he be a 15+ point scorer, does he have the desire to be a bucket getter? … Does not seem to have the instinct to be a high level scorer. So being a standout role player type could be his calling … Doesn’t have the most impressive body of work from a statistical standpoint … Only averaged 9.2 points per game as a freshman … Struggled for playing time in his freshman year, (22 mpg) despite relative effectiveness … Shot just 32% from three, on 16 makes throughout the year … Has a great reputation for being a nice kid, but at times has been called “too nice” and in need of more grit in order to maximize his abilities … Should look to utilize his physicality to his advantage more often … Needs to work on back to the basket skills … Improve his footwork and learn some post moves … Plays unselfish to a fault. Can learn to play with more sense of urgency and force the issue, considering his talent edge … Shows tons of untapped potential, but whether he will be able to tap that ability is the question mark. How badly does he “want it”? … He likely will be a player that really benefits from a good development situation at the next level, or may not make it with his first team if he lands in the wrong situation … Jump shot is a little slow and mechanical. Will need to work on speeding up his release some, specifically from deep … Appears to have better form when shooting pull ups than spot ups … Seems to shoot a jumpshot from mid-range and a set shot from deep. Perhaps learning to get more of a streamline form from deep would increase his shot release quickness and efficiency …",79,215,19.24
Isaac Okoro,5,"Fits the prototype physically of an NBA small forward with his 6’6 220 lb frame and strong athletic ability, and he uses his size well to compliment his playing style … A good finisher at the rim off 1 or both feet, and is able to convert through contact and with either hand effectively …  Has decent length for a wing with a 6’8.5 wingspan and 8’4.5 standing reach … Flashes good touch to complete plays around the rim on drives when he’s unable to score on dunks … Capable of highlight finishes where he utilizes his great explosiveness and strength to power through contact … Has a lot of composure and confidence for a freshman, and looks the part as a no nonsense future pro, with focus and determination … A slasher with the ball in his hands, shows good body control, strength and has enough juice in his 1st step off the dribble to get in the lane with effectiveness in the NBA … Seems to be a high IQ player, generally plays to his strengths on both ends and doesn’t make a ton of risky decisions … Moves well without the ball, actively looking to cut and score easy points on the weakside … Only 19 years old and already is a pretty promising defender due to his sound fundamentals and active feet … Flashes good timing coming up with help side blocks, and also is pretty good at rotating to take charges as well … Is able to defend on the wing and switch to defend against some small ball 4s, doing an great job of containing dribble penetration even against quicker and athletic players in college…Has the frame to be able to work through screens off the ball…Willing passer and an unselfish player…Solid player, the type who will handle his role with a workmanlike approach, possesses winning traits and doesn’t appear to be “high maintenance” … Born in late January of 2001, he’s one of the younger prospects in this year’s draft …","Okoro is a work in progress when it comes to his skill level offensively … Is more effective the closer he is to the rim, and shot a below average 28% from 3 in his Fr season … While his touch is good, his mechanics are inconsistent as he is often affected by closeouts and contests … Will be made to prove that he can be a threat and hit open shots from 3 point range, and his upside and offensive value with coincide with his ability to improve his jumper … His mid-range game is poor at the moment, becomes ineffective when his initial driving lanes are cut off … Sometimes is apprehensive about shooting even when there is room, passing up shots or driving into the defense for lower percentage shots … Also struggles from the FT line for a wing prospect, shooting a mediocre 67% in 2019-2020 … Doesn’t have much creativity to his Isolation game, more of a straight line slasher who becomes less effective/more turnover prone the more he dribbles … Somewhat rudimentary as a ball-handler in the half court, though he showed a willingness to create when called upon … He often got stripped by off the ball defenders when he attempted multiple moves in isolation … Just decent as a shot blocker and ball thief; seems to prefer to work as a solid, lower risk team defender as opposed to a gambling, playmaking defender … There is optimism that he can develop into a “Swiss Army knife” type of player, but there is work to be done on all levels of his offensive repertoire to fulfill that potential as he doesn’t have any standout skills, aside from athleticism, on that end of the court just yet … Was showing signs of becoming a star but still more of a complimentary guy in his first year at Auburn, can he be a star at the NBA level, he’s likely to be drafted with that in mind based on draft projections, though he had not reached that level in college … if he’s able to tone his frame, could gain additional speed and quickness …",78,215,19.82
Onyeka Okongwu,6,"Exceptional rim protector who can block shots in one-on-one match ups or erase looks in well-timed help defense … Relatively undersized NBA big man with great length to make up for his lack of height …Physical player in the post who uses his strength to get and keep good positioning down in the paint … Finishes with both hands in the paint and is comfortable moving to either side … Tremendous athleticism with spin moves down low or quick first step in the paint … Always seems to get to the rim without settling for jumpers … Just like Harrell, Okongwu is elite in the pick and roll game as he moves extremely effectively without the ball … Length and vertical set him apart as a great rebounder, particularly on the offensive glass … Gets to the line often and shoots efficiently at 74%, a promising sign for his offensive development  … Excellent FG shooting percentage at 61% … Stays out of foul trouble for the most part … Reads passes well with over a steal per game … All-around elite defender both inside and outside the paint … Off ball movement is what sets him apart from other big men in the conference … One of the highest potential players in the entire 2020 NBA Draft due to his elite play on both sides of the ball and great rebounding ability","Must polish his offensive game as he can at times be too reliant upon his physical gifts in order to overpower and outclass opponents at the college level … Often relies on second chance opportunities after missing his first shot … Seems to be a little out of control at times in the paint … Underdeveloped outside shooting acumen will make him easier to stop at the next level initially … Loses track of fundamentals at points and releases hook shots too low … It’s questionable how effective he will be playing as a stretch four due to poor outside shooting making him a one-dimensional offensive player … While it is uncommon, he sometimes gets blown by but makes up for it with blocks from behind; something that may not work with faster, more physical/explosive NBA players … Poor ball-handling impacts limits his ability to create offense as a jump shooter …",81,235,19.95
Killian Hayes,7,"Tall, left handed point guard (6-5), with very good size for his position … Very good length (wingspan measured at 6-foot-8) … Great feel for the game … Nice build, with long arms and wide shoulders that look they can fill up well … Has good level of athleticism … Fluid athlete … Versatile, can play in either guard position thanks to his size and length … Has a high basketball I.Q. … Experienced for his age, has been playing at a good senior level the past two years … Can change speeds and directions at an elite level … Can create his own shot … Has good touch around the basket … Already has a great pull up game and a constantly improving step back shot, with his range going all the way out to the 3-point line … Has improved as a shooter in Spot Up situations … Good ball handler, with a few hesitation moves that help him create his shot … Has excellent body control while driving to the basket … Likes to finish plays hard when he goes to the basket and even dunk when he has space … Has already some nice counter moves when he drives to the basket and can’t get all the way to the basket … At his best in transition, he can be a one man fast break … Excellent passer with great court vision … Creative passer, has the ability to find the open teammate in any situation … A Pick and Roll maestro … He makes good reads and most of the time knows when and where to pass the ball … Very good in drive and kicks situations … If he has a good Pick and Roll big with him can make a lot of damage … Good on ball defender when focused, can disturb his opponents with his size and length … Good team defender, knows the basic concepts of team defense … Has quick hands that help him make a lot of steals … Dependable defender in Pick and Roll situations thanks to his size, length and basketball I.Q","Good, but not an elite athlete … Lacks an explosive first step … He needs to bulk up his body … At times he just plays too fast … Still learning some of the nuances of playing point guard … Tries to do too much, too soon on offense … He has the tendency to force things and needs to find some balance and know when to slow down a bit … The fact that he is not an elite athlete limits him in Isolation situations, since he might have problems creating from a stand still position … Extremely left hand dominant, he can be easy to read, especially at the next level … Not really a threat when he drives with his right hand … He doesn’t attack the basket as much as he could or should … Can fall in love with his pull up game and settle for average shots instead of looking for the better play … Has made improvements as a shooter but he still can’t be considered a real threat in Spot Up and Catch and Shoot situations … Doesn’t attack close outs as hard as he could … Has problems finishing through contact, he needs to bulk up to improve in that area … Inconsistent finisher at the rim … He should be able to draw more fouls with his playing style … Ball handling still needs some polishing, especially with his right hand … Occasionally suffers from tunnel vision when he drives to the basket … His passes can be a little wild, since he tries to pass from angles that just aren’t there … Turnover prone, his assist/turnover ratio is considered average for now … Off the ball game needs work … Inconsistent defender, his motor can come and go depending on the opponent … Average lateral quickness for a point guard, he could have problems against speedy opponents … Can be too focused on the ball while defending on the weak side and loses truck of his opponent …",77,195,19.33
Obi Toppin,8,"Toppin is a late blooming frontcourt prospect who seemingly come out of nowhere after a redshirt season in 2017-2018 to emerge as the best player and prospect in the A-10 conference in 2019-2020 and one of the top players and prospects in the nation … Has decent size for a PF prospect at 6’9, a 7-2 wingspan and around 230 lbs …Shows very good run-jump athleticism … An above the rim highlight machine, Toppin is a consistent finisher at the rim and looks to finish with authority much more often than not, even through contact … Lead the NCAA in dunks this season, and many of them were of the put back variety due to a quick 2nd jump and high energy … His experience playing the 5 for Dayton gives him positional versatility, as he has the ability to operate on the low post, mid range and even step out to the 3 point line and be effective, making him fit seamlessly as a 6’9 four man in the current NBA … His shooting fundamentals are a plus, as he shoots with consistent mechanics and a high release point, making him a potential floor spacing option … Showed the ability to create offense from the perimeter, hitting both catch and shoot but also creating some pull ups … His 39% from 3-point shows what a prolific shooter he has become … The fact that he shot a great clip on a high usage rate gives his ability to score at the next level a lot of intrigue … Can be effective as a roll man or a spot up shooter in the picking game, making him a formidable match up … Moves well without the ball and shows natural instincts … Quite efficient and makes smart decisions on the court, unselfish player and has good passing ability, as his near even a/to ratio from a forward attests … Solid as a defender at the college level in each of his 2 seasons, pretty good fundamentals and IQ on that end and gives good focus and consistency … His considerable improvements each year suggest a player with the smarts and work ethic necessary to find a way to succeed/thrive at the next level … Handled not catching teams by surprise and having the attention on him very well this season, proving his RFr season was not a fluke and just the tip of the iceberg … Despite being older, shows potential to develop his offensive game further, having shown a great deal of improvement in the past year … Has one of the highest floors of any player available in this year’s draft … A coachable, team oriented guy. Shows very good leadership and maturity, and figures to make an excellent teammate at the next level …","Though a standout athlete with nice size, Toppin doesn’t seem to possess great foot quickness, and will likely have some struggles defending on the perimeter in match ups with quicker 4’s … Appears somewhat stiff in his upper body and shoulders, but flexibility could be improved upon over time  … Given his leaping skills and length, as well as the size advantage he enjoys in most matchups with A-10 big men, Toppin is an average overall rebounder at best (7.6 rpg this season, 5.8 rpg as a Fr) … Perhaps his rebounding can improve with focus on core strength, and work on fundamentals  … Though he’s been solid on defense in college, he does not project to be much of a shot blocker or threat in the passing lanes at the NBA level, giving him a unspectacular ceiling on that end of the floor … Doesn’t have many moves, as a low post player he prefers to almost exclusively use right handed jump hooks when he can’t simply dunk the ball, and he hasn’t showed much off the bounce when facing up either … Not much a shot creator … Turned 22 in March making him older than the average lottery pick … Though he proved to be a very good 3-point shooter, his 70% from the FT line is an area he needs to improve upon …",81,220,22.73
Deni Avdija,9,"All around talented wing with great size … Versatile, he can play from shooting guard to power forward … Great feel for the game … He possesses a high basketball I.Q … Very competitive, not afraid of the big stage … Jack of all trades, he can do just about everything on the floor … Has all the necessary tools to become a point forward in the future and work as a secondary play maker … Has been exposed to high level competition from a young age and has held his own … He is a better athlete than most people think … Great ball handler for a wing … Can create his own shot … He has shown great signs on Pull Up situations and shooting off the dribble … He already has a very good looking Step Back 3 that helps him punish switches … Attacks closeouts and can go all the way and finish plays at the rim … Very good in the open floor, either as the ball handler or filling the lanes as a wing … Elite court vision, he can see angles that few players his size can … Creative passer … Can play the Pick and Roll at a very good level as the ball handler, since he can either shoot, drive, or pass to the rolling big … He can see the weakside while driving to the basket … Very good in drive and kick situations … Has a good basic post up game which helps him score against smaller opponents either with brute force or with nice footwork … He can turn from either shoulder when he is posting up… Has improved considerably at moving without the ball and is an amazing cutter … Very good rebounder for his position… Versatile on the defensive end, he can guard from point guards to light power forwards … Has a nice low stance on defense … Good lateral quickness combined with his instincts help him stay in front off perimeter players when he is motivated … He gets in passing lanes and his active hands help him make steals … Terrific shot blocker for his position, understands the law of verticality and can make blocks coming from the weakside …","Has a below average wingspan (6-9) for his size … Needs to continue bulking up, but be careful not to lose his flexibility and mobility … His competitive nature can get the better of him sometimes and make him lose concentration for a few plays … He can lose focus from time to time and look a little lethargic on the floor … Doesn’t have an elite burst which limits him in isolation situations … He has problems blowing by athletic opponents from a standstill, which makes him settle for mid-range shots … His below 70% free throw shooting is alarming for a wing … Needs work in Spot Up and Catch and Shoot situations… He is a streaky shooter for now, he could go hot or cold at any time  … Has problems creating separation against long, athletic opponents for now … He has the tendency to change mechanics when opponents are closing out on him on the perimeter  … Extremely right hand dominant when driving to the basket, which can make him predictable … Left hand needs a lot of work… His lack of elite athletic tools hurts him when he has to finish at the rim against length … Has problems finishing through contact and at times even looks like he is trying to avoid contact altogether … He occasionally gets stuck with the ball in his hands, dribbling, becoming kind of a ball stopper … If he wants to be a good creator at an NBA level he must improve at changing speeds and direction … It would be beneficial for him to add some counters to his post up game … Decision making still needs some work, as he can try to do things too fast or too slow at times, which leads to turnovers  … His passes can be a little off sometimes … Assist/turnover ratio should improve … His energy on defense can be inconsistent … Gets caught up behind screens when he is chasing a shooter … He might be a step too slow when he is guarding a good athlete on the perimeter, which could be problematic … Has problems reading screens on the defensive end in Pick and Roll situations …",81,210,19.89
Jalen Smith,10,"A long, versatile power forward with solid all around skill set … Possesses a 7’2 wingspan and 6’10 height … Shows the ability to contribute in a variety of ways, and on both ends of the floor … Showed intriguing development from his freshman to sophomore seasons … Has developed into a quality outside shooter, showing the range to knock down the three ball at a solid clip, making one per game at 36.8% … Also improved as a FT shooter, raising his average from 65 to 75% in his sophomore year … His ability to shoot on top of the length and athleticism makes him an intriguing option in today’s shot-centric league … A quality defender … Shows a solid ability to block shots utilizing long arms, leaping ability and excellent instincts to read and react opponents around the paint … Smith is a cerebral player, and shows good decision making ability … Productive college player, who played with consistency and energy … Has very good size and length at 6’10 with a 7’1.5 wingspan … Runs the floor hard, and does a solid job of finishing on the break … Shows some solid post skills with the ability to hit baby hooks as well as create baskets with polished interior moves … Considered a great kid, very hard working and intelligent …","While he is bouncy, he is not the most fluid of athletes … Hips appear stiff and doesn’t show great flexibility … His post moves can look somewhat robotic at times … Worked hard in the off-season to add strength and bulk, but his legs still appear very thin, and somewhat underdeveloped … Whether his lack of leg mass / body symmetry creates an injury concern is something that team doctors would need to address … Jump shot is effective but takes a little while to get off. Can improve upon making his shot more concise and have less range of motion over time … May take some time to extend his shot to become an effective NBA three point shooter but the hope is obviously … Lacks great ball handling ability to create offense for himself off the dribble … Movements appear stiff and robotic at times, doesn’t always make things look sexy, but he’s obviously very effective in his role …",82,220,20.69
